#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 05 11 03 53 300  2.0  3.0   0.1    MM    MM  MM     MM  10.8    MM   5.1   MM   MM    MM
2017 05 11 03 45 300  2.0  3.0   0.1    MM    MM  MM     MM  11.1    MM   5.3   MM   MM    MM
2017 05 11 03 30 300  3.0  3.0   0.1    MM    MM  MM     MM  11.3    MM   4.9   MM   MM    MM
2017 05 11 02 53 300  3.0  4.0   0.1    MM    MM  MM     MM  11.7    MM   4.4   MM   MM    MM
2017 05 11 02 45 270  3.0  4.0   0.1    MM    MM  MM     MM  11.5    MM   8.1   MM   MM    MM
2017 05 11 02 30 260  3.0  3.0   0.1    MM    MM  MM     MM  11.1    MM   8.6   MM   MM    MM
2017 05 11 01 45 320  2.0  2.0   0.1    MM    MM  MM     MM  10.8    MM   9.4   MM   MM    MM
2017 05 11 01 30 310  1.0  2.0   0.1    MM    MM  MM     MM  10.8    MM   8.8   MM   MM    MM
2017 05 11 01 23 320  2.0  2.0   0.1    MM    MM  MM     MM  10.8    MM   9.4   MM   MM    MM
2017 05 11 01 00 340  1.0  2.0   0.1    MM    MM  MM     MM  11.2    MM  10.7   MM   MM    MM
2017 05 11 00 53 340  1.0  2.0   0.1    MM    MM  MM     MM  11.2    MM  10.7   MM   MM    MM
2017 05 11 00 45 350  2.0  2.0   0.1    MM    MM  MM     MM  11.5    MM  11.1   MM   MM    MM
2017 05 11 00 30 350  2.0  2.0   0.1    MM    MM  MM     MM  11.6    MM  11.3   MM   MM    MM
2017 05 10 23 30 260  2.0  2.0   0.1    MM    MM  MM     MM  12.3    MM  11.5   MM   MM    MM
2017 05 10 23 23 260  2.0  2.0   0.1    MM    MM  MM     MM  12.3    MM  11.5   MM   MM    MM
2017 05 10 23 15 250  2.0  3.0   0.1    MM    MM  MM     MM  12.4    MM  11.1   MM   MM    MM
2017 05 10 22 30 260  3.0  3.0   0.1    MM    MM  MM     MM  12.6    MM   9.5   MM   MM    MM
2017 05 10 21 53 250  3.0  3.0   0.1    MM    MM  MM     MM  12.6    MM   9.2   MM   MM    MM
2017 05 10 21 45 250  3.0  4.0   0.1    MM    MM  MM     MM  12.6    MM  10.3   MM   MM    MM
2017 05 10 21 15 250  4.0  5.0   0.1    MM    MM  MM     MM  12.4    MM  11.8   MM   MM    MM
2017 05 10 21 00 250  4.0  5.0   0.1    MM    MM  MM     MM  12.4    MM  11.8   MM   MM    MM
2017 05 10 20 53 250  4.0  5.0   0.1    MM    MM  MM     MM  12.4    MM  11.8   MM   MM    MM
2017 05 10 20 30 250  4.0  5.0   0.1    MM    MM  MM     MM  12.2    MM  11.7   MM   MM    MM
2017 05 10 20 00 240  4.0  5.0   0.1    MM    MM  MM     MM  12.1    MM  10.7   MM   MM    MM
2017 05 10 19 53 250  4.0  5.0   0.1    MM    MM  MM     MM  12.2    MM  11.8   MM   MM    MM
2017 05 10 19 45 240  4.0  5.0   0.1    MM    MM  MM     MM  12.0    MM  10.1   MM   MM    MM
2017 05 10 19 15 230  5.0  5.0   0.1    MM    MM  MM     MM  11.7    MM  10.1   MM   MM    MM
2017 05 10 18 53 230  5.0  5.0   0.1    MM    MM  MM     MM  11.6    MM  10.5   MM   MM    MM
2017 05 10 18 45 230  5.0  6.0   0.1    MM    MM  MM     MM  11.4    MM  10.5   MM   MM    MM
2017 05 10 17 30 220  4.0  4.0   0.1    MM    MM  MM     MM  10.8    MM   9.1   MM   MM    MM
2017 05 10 17 00 220  4.0  4.0   0.1    MM    MM  MM     MM  10.6    MM   9.2   MM   MM    MM
2017 05 10 16 53 220  4.0  4.0   0.1    MM    MM  MM     MM  10.6    MM   9.2   MM   MM    MM
2017 05 10 16 45 220  4.0  4.0   0.1    MM    MM  MM     MM  10.6    MM   8.8   MM   MM    MM
2017 05 10 16 15 230  4.0  5.0   0.2    MM    MM  MM     MM  10.4    MM   8.7   MM   MM    MM
2017 05 10 09 53 350  4.0  5.0   0.2    MM    MM  MM     MM   8.9    MM   6.2   MM   MM    MM
2017 05 10 09 45 350  4.0  5.0   0.2    MM    MM  MM     MM   8.9    MM   6.2   MM   MM    MM
2017 05 10 09 30 340  4.0  5.0   0.2    MM    MM  MM     MM   9.0    MM   7.0   MM   MM    MM
2017 05 10 08 53 330  4.0  5.0   0.2    MM    MM  MM     MM   9.2    MM   7.1   MM   MM    MM
2017 05 10 08 45 320  4.0  5.0   0.2    MM    MM  MM     MM   9.3    MM   6.5   MM   MM    MM
2017 05 10 08 30 320  4.0  5.0   0.2    MM    MM  MM     MM   9.3    MM   6.9   MM   MM    MM
2017 05 10 08 00 340  5.0  6.0   0.2    MM    MM  MM     MM   9.5    MM   6.4   MM   MM    MM
2017 05 10 07 53 340  5.0  6.0   0.2    MM    MM  MM     MM   9.5    MM   6.4   MM   MM    MM
2017 05 10 07 30 330  5.0  6.0   0.1    MM    MM  MM     MM   9.7    MM   5.5   MM   MM    MM
2017 05 10 06 53 320  5.0  6.0   0.1    MM    MM  MM     MM   9.8    MM   6.2   MM   MM    MM
2017 05 10 06 45 320  5.0  6.0   0.1    MM    MM  MM     MM  10.0    MM   6.4   MM   MM    MM
2017 05 10 06 30 310  5.0  6.0   0.1    MM    MM  MM     MM  10.0    MM   6.7   MM   MM    MM
2017 05 10 06 00 320  3.0  4.0   0.1    MM    MM  MM     MM  10.0    MM   7.0   MM   MM    MM
2017 05 10 05 53 310  4.0  5.0   0.1    MM    MM  MM     MM  10.0    MM   7.4   MM   MM    MM
2017 05 10 05 45 330  3.0  4.0   0.1    MM    MM  MM     MM  10.1    MM   5.7   MM   MM    MM
2017 05 10 05 30 320  3.0  4.0   0.1    MM    MM  MM     MM  10.2    MM   5.9   MM   MM    MM
2017 05 10 04 53 320  3.0  3.0   0.1    MM    MM  MM     MM  10.2    MM   5.9   MM   MM    MM
2017 05 10 04 45 320  2.0  2.0   0.2    MM    MM  MM     MM  10.3    MM   5.2   MM   MM    MM
2017 05 10 04 30 340  2.0  2.0   0.1    MM    MM  MM     MM  10.4    MM   4.8   MM   MM    MM
2017 05 10 04 00 350  4.0  5.0   0.1    MM    MM  MM     MM  10.5    MM   3.6   MM   MM    MM
2017 05 10 03 53 350  4.0  5.0   0.1    MM    MM  MM     MM  10.5    MM   3.6   MM   MM    MM
2017 05 10 03 15  10  4.0  6.0   0.1    MM    MM  MM     MM  10.8    MM   3.7   MM   MM    MM
2017 05 10 02 53  10  4.0  6.0   0.1    MM    MM  MM     MM  10.8    MM   3.7   MM   MM    MM
2017 05 10 02 45  40  2.0  3.0   0.1    MM    MM  MM     MM   9.8    MM   7.8   MM   MM    MM
2017 05 10 02 15  70  1.0  2.0   0.2    MM    MM  MM     MM   9.9    MM   7.8   MM   MM    MM
2017 05 10 01 30  90  2.0  3.0   0.2    MM    MM  MM     MM   9.9    MM   7.6   MM   MM    MM
2017 05 10 01 23  90  2.0  3.0   0.2    MM    MM  MM     MM   9.9    MM   7.6   MM   MM    MM
2017 05 10 00 45  80  2.0  2.0    MM    MM    MM  MM     MM  10.0    MM   6.5   MM   MM    MM
2017 05 10 00 23  80  2.0  2.0    MM    MM    MM  MM     MM  10.0    MM   6.5   MM   MM    MM
2017 05 10 00 15  90  2.0  3.0   0.3     3    MM  MM     MM  10.1    MM   6.3   MM   MM    MM
2017 05 09 23 45  90  2.0  3.0   0.3     3    MM  MM     MM  10.2    MM   6.2   MM   MM    MM
2017 05 09 22 15  80  3.0  4.0   0.3     4    MM  MM     MM  10.1    MM   6.9   MM   MM    MM
2017 05 09 21 15  70  4.0  5.0   0.3     4    MM  MM     MM  10.1    MM   5.9   MM   MM    MM
2017 05 09 21 00  80  4.0  5.0   0.3     4    MM  MM     MM  10.1    MM   5.8   MM   MM    MM
2017 05 09 20 53  80  3.0  4.0   0.3     4    MM  MM     MM  10.1    MM   6.9   MM   MM    MM
2017 05 09 20 00  70  4.0  5.0   0.4     4    MM  MM     MM  10.1    MM   5.6   MM   MM    MM
2017 05 09 19 53  70  4.0  5.0   0.4     4    MM  MM     MM  10.1    MM   5.3   MM   MM    MM
2017 05 09 19 45  70  4.0  5.0   0.4     4    MM  MM     MM  10.1    MM   5.3   MM   MM    MM
2017 05 09 19 00  70  5.0  6.0   0.4     4    MM  MM     MM   9.9    MM   4.7   MM   MM    MM
2017 05 09 18 53  70  5.0  6.0   0.4     4    MM  MM     MM   9.9    MM   4.7   MM   MM    MM
2017 05 09 18 45  70  5.0  6.0   0.4     4    MM  MM     MM   9.9    MM   4.4   MM   MM    MM
2017 05 09 18 15  80  6.0  7.0   0.3     3    MM  MM     MM   9.8    MM   4.6   MM   MM    MM
2017 05 09 17 15  80  6.0  8.0   0.3     3    MM  MM     MM   9.6    MM   3.8   MM   MM    MM
2017 05 09 17 00  70  6.0  7.0   0.3     3    MM  MM     MM   9.6    MM   4.0   MM   MM    MM
2017 05 09 16 15  70  6.0  7.0   0.3     3    MM  MM     MM   9.3    MM   2.8   MM   MM    MM
2017 05 09 15 30  80  6.0  7.0   0.3     3    MM  MM     MM   9.2    MM   2.0   MM   MM    MM
2017 05 09 14 30  90  7.0  8.0   0.4     2    MM  MM     MM   8.8    MM   1.6   MM   MM    MM
2017 05 09 14 23  90  7.0  8.0   0.4     2    MM  MM     MM   8.8    MM   1.6   MM   MM    MM
2017 05 09 14 15  80  7.0  8.0    MM    MM    MM  MM     MM   8.7    MM   1.8   MM   MM    MM
2017 05 09 13 45  70  6.0  7.0    MM    MM    MM  MM     MM   8.5    MM   2.6   MM   MM    MM
2017 05 09 13 23  80  6.0  7.0    MM    MM    MM  MM     MM   8.6    MM   2.0   MM   MM    MM
2017 05 09 13 15  80  6.0  7.0   0.3    25    MM  MM     MM   8.4    MM   3.8   MM   MM    MM
2017 05 09 12 53  70  6.0  7.0   0.3    25    MM  MM     MM   8.4    MM   3.5   MM   MM    MM
2017 05 09 12 30  80  6.0  8.0   0.4    25    MM  MM     MM   8.7    MM   2.4   MM   MM    MM
2017 05 09 11 30 100  6.0  7.0   0.4     2    MM  MM     MM   8.4    MM   2.7   MM   MM    MM
2017 05 09 11 23 100  6.0  7.0   0.4     2    MM  MM     MM   8.4    MM   2.7   MM   MM    MM
2017 05 09 11 00  80  5.0  5.0   0.4     3    MM  MM     MM   8.1    MM   2.7   MM   MM    MM
2017 05 09 10 53  80  5.0  5.0   0.4     3    MM  MM     MM   8.1    MM   2.7   MM   MM    MM
2017 05 09 10 45  80  5.0  6.0   0.4     3    MM  MM     MM   8.1    MM   2.2   MM   MM    MM
2017 05 09 10 30  80  5.0  6.0   0.4     3    MM  MM     MM   7.9    MM   2.4   MM   MM    MM
2017 05 09 10 15  70  5.0  6.0   0.4     3    MM  MM     MM   7.9    MM   3.0   MM   MM    MM
2017 05 09 09 53  70  5.0  6.0   0.4     3    MM  MM     MM   7.9    MM   3.0   MM   MM    MM
2017 05 09 09 30  60  5.0  7.0   0.3     3    MM  MM     MM   7.9    MM   3.2   MM   MM    MM
2017 05 09 09 15  60  6.0  7.0   0.4     3    MM  MM     MM   7.9    MM   3.3   MM   MM    MM
2017 05 09 08 45  50  6.0  7.0   0.4     3    MM  MM     MM   8.0    MM   5.0   MM   MM    MM
2017 05 09 08 30  60  6.0  7.0   0.4     3    MM  MM     MM   8.0    MM   5.4   MM   MM    MM
2017 05 09 08 23  50  6.0  7.0   0.4     3    MM  MM     MM   8.0    MM   5.0   MM   MM    MM
2017 05 09 08 15  60  6.0  7.0   0.3     3    MM  MM     MM   8.1    MM   6.2   MM   MM    MM
2017 05 09 08 00  50  6.0  8.0   0.2    MM    MM  MM     MM   8.1    MM   3.2   MM   MM    MM
2017 05 09 07 53  60  6.0  7.0   0.3     3    MM  MM     MM   8.1    MM   6.2   MM   MM    MM
2017 05 09 07 30  70  6.0  7.0   0.2    MM    MM  MM     MM   8.1    MM   3.0   MM   MM    MM
2017 05 09 07 00  70  6.0  7.0   0.2    MM    MM  MM     MM   8.1    MM   2.8   MM   MM    MM
2017 05 09 06 53  70  6.0  7.0   0.2    MM    MM  MM     MM   8.1    MM   2.8   MM   MM    MM
2017 05 09 06 45  70  6.0  7.0   0.2    MM    MM  MM     MM   8.2    MM   3.0   MM   MM    MM
2017 05 09 06 15  60  5.0  6.0   0.2    MM    MM  MM     MM   8.3    MM   2.9   MM   MM    MM
2017 05 09 05 53  60  5.0  6.0   0.2    MM    MM  MM     MM   8.3    MM   2.9   MM   MM    MM
2017 05 09 05 45  60  5.0  6.0   0.2    MM    MM  MM     MM   8.4    MM   2.7   MM   MM    MM
2017 05 09 05 30  60  4.0  5.0   0.2    MM    MM  MM     MM   8.4    MM   2.5   MM   MM    MM
2017 05 09 05 00  50  4.0  5.0   0.2    MM    MM  MM     MM   8.5    MM    MM   MM   MM    MM
2017 05 09 04 53  60  4.0  5.0   0.2    MM    MM  MM     MM   8.4    MM   2.5   MM   MM    MM
2017 05 09 04 45  50  4.0  5.0   0.2    MM    MM  MM     MM   8.6    MM   2.2   MM   MM    MM
2017 05 09 04 15  50  4.0  6.0   0.2    MM    MM  MM     MM   9.2    MM  -1.3   MM   MM    MM
2017 05 09 04 00  80  3.0  4.0   0.2    MM    MM  MM     MM   9.4    MM   2.3   MM   MM    MM
2017 05 09 03 53  50  4.0  6.0   0.2    MM    MM  MM     MM   9.2    MM  -1.3   MM   MM    MM
2017 05 09 03 30  50  4.0  5.0   0.2    MM    MM  MM     MM   9.6    MM   3.1   MM   MM    MM
2017 05 09 03 15  60  3.0  4.0   0.2    MM    MM  MM     MM   9.6    MM   3.5   MM   MM    MM
2017 05 09 02 23  50  2.0  2.0   0.2    MM    MM  MM     MM   9.9    MM    MM   MM   MM    MM
2017 05 09 02 15  50  2.0  2.0   0.3     4    MM  MM     MM   9.9    MM    MM   MM   MM    MM
2017 05 09 01 53  40  2.0  2.0   0.3     4    MM  MM     MM  10.0    MM    MM   MM   MM    MM
2017 05 09 01 30  40  1.0  2.0   0.3     4    MM  MM     MM  10.1    MM   5.1   MM   MM    MM
2017 05 09 01 15  20  2.0  2.0   0.4     4    MM  MM     MM  10.2    MM   4.1   MM   MM    MM
2017 05 09 01 00  10  2.0  3.0   0.4     4    MM  MM     MM  10.4    MM    MM   MM   MM    MM
2017 05 09 00 53  20  2.0  2.0   0.4     4    MM  MM     MM  10.2    MM   4.1   MM   MM    MM
2017 05 09 00 45  10  3.0  3.0   0.3     4    MM  MM     MM  10.5    MM    MM   MM   MM    MM
2017 05 09 00 30  10  3.0  3.0   0.4     4    MM  MM     MM  10.6    MM   0.8   MM   MM    MM
2017 05 08 23 15 330  2.0  3.0   0.4     4    MM  MM     MM  11.2    MM  -4.8   MM   MM    MM
2017 05 08 22 00 310  3.0  4.0   0.5     4    MM  MM     MM  11.5    MM   3.2   MM   MM    MM
2017 05 08 21 53 310  3.0  4.0   0.5     4    MM  MM     MM  11.5    MM   3.2   MM   MM    MM
2017 05 08 21 45 310  4.0  6.0   0.6     4    MM  MM     MM  11.4    MM   3.4   MM   MM    MM
2017 05 08 20 00 300  7.0  9.0   0.6     4    MM  MM     MM  10.8    MM   2.4   MM   MM    MM
2017 05 08 19 53 300  7.0  9.0   0.6     4    MM  MM     MM  10.8    MM   2.4   MM   MM    MM
2017 05 08 19 45 300  6.0  8.0   0.6     4    MM  MM     MM  10.7    MM   2.7   MM   MM    MM
2017 05 08 19 30 300  6.0  8.0   0.6     4    MM  MM     MM  10.7    MM   2.1   MM   MM    MM
2017 05 08 19 15 290  6.0  7.0    MM    MM    MM  MM     MM  10.7    MM   1.8   MM   MM    MM
2017 05 08 18 23 290  6.0  7.0    MM    MM    MM  MM     MM  10.7    MM   1.8   MM   MM    MM
2017 05 08 18 15 280  7.0  9.0   0.6     4    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2017 05 08 17 53 280  8.0 10.0   0.6     4    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2017 05 08 17 15 280  5.0  7.0   0.8     4    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2017 05 08 16 15 250  8.0  9.0   0.8     5    MM  MM     MM   9.4    MM   3.8   MM   MM    MM
2017 05 08 15 45 240  8.0 10.0   0.8     5    MM  MM     MM   9.2    MM   3.2   MM   MM    MM
2017 05 08 14 23 250  8.0  9.0   0.8     4    MM  MM     MM   9.4    MM   3.8   MM   MM    MM
2017 05 08 12 23 240  8.0 10.0   0.8     5    MM  MM     MM   9.2    MM   3.2   MM   MM    MM
2017 05 08 10 23 280  8.0 10.0   0.9     5    MM  MM     MM   8.2    MM   3.7   MM   MM    MM
2017 05 08 09 53 280  8.0 10.0   0.8     4    MM  MM     MM   8.2    MM   3.7   MM   MM    MM
2017 05 08 09 45 280  8.0 10.0   0.9     5    MM  MM     MM   8.2    MM   3.7   MM   MM    MM
2017 05 08 08 45 260  9.0 11.0   0.7     4    MM  MM     MM   8.4    MM   4.0   MM   MM    MM
2017 05 08 08 23 260  9.0 11.0   0.7     4    MM  MM     MM   8.4    MM   4.0   MM   MM    MM
2017 05 08 08 15 260  8.0 10.0   0.7     4    MM  MM     MM   8.5    MM   3.7   MM   MM    MM
2017 05 08 07 30 270  8.0  9.0   0.7     4    MM  MM     MM   8.4    MM   3.9   MM   MM    MM
2017 05 08 07 23 260  8.0 10.0   0.7     4    MM  MM     MM   8.5    MM   3.7   MM   MM    MM
2017 05 08 07 00 270  7.0 10.0   0.7     4    MM  MM     MM   8.3    MM   3.9   MM   MM    MM
2017 05 08 06 53 270  7.0 10.0   0.7     4    MM  MM     MM   8.3    MM   3.9   MM   MM    MM
2017 05 08 06 45 280  7.0  9.0   0.8     4    MM  MM     MM   8.3    MM   3.9   MM   MM    MM
2017 05 08 06 30 300  7.0  9.0   0.8     4    MM  MM     MM   8.3    MM   3.9   MM   MM    MM
2017 05 08 06 00 300  8.0 10.0   0.8     4    MM  MM     MM   8.4    MM   4.0   MM   MM    MM
2017 05 08 05 53 300  7.0  9.0   0.8     4    MM  MM     MM   8.4    MM   3.9   MM   MM    MM
2017 05 08 05 45 290  9.0 10.0   0.8     4    MM  MM     MM   8.4    MM   4.0   MM   MM    MM
2017 05 08 05 15 280  8.0 10.0   0.9     4    MM  MM     MM   8.7    MM   4.2   MM   MM    MM
2017 05 08 04 53 280  8.0 10.0   0.9     4    MM  MM     MM   8.7    MM   4.2   MM   MM    MM
2017 05 08 04 45 280  9.0 10.0   0.8     4    MM  MM     MM   8.9    MM   4.3   MM   MM    MM
2017 05 08 04 15 270  9.0 10.0   0.8     4    MM  MM     MM   9.1    MM   4.5   MM   MM    MM
2017 05 08 03 53 270  9.0 11.0   0.8     4    MM  MM     MM   9.2    MM   4.7   MM   MM    MM
2017 05 08 03 45 270  9.0 10.0   0.8     4    MM  MM     MM   9.3    MM   5.1   MM   MM    MM
2017 05 08 03 15 260  8.0 10.0   0.8     4    MM  MM     MM   9.5    MM   5.6   MM   MM    MM
2017 05 08 02 53 260  8.0 10.0   0.8     4    MM  MM     MM   9.5    MM   5.6   MM   MM    MM
2017 05 08 02 45 270  8.0 10.0   0.8     4    MM  MM     MM   9.2    MM   5.5   MM   MM    MM
2017 05 08 02 30 280  9.0 11.0   0.8     4    MM  MM     MM   9.2    MM   5.7   MM   MM    MM
2017 05 07 21 23 210  6.0  7.0   0.4     4    MM  MM     MM  11.6    MM   7.6   MM   MM    MM
2017 05 07 21 15 210  6.0  7.0   0.4     4    MM  MM     MM  11.6    MM   7.6   MM   MM    MM
2017 05 07 20 45 200  3.0  7.0   0.5     4    MM  MM     MM  11.5    MM   7.5   MM   MM    MM
2017 05 07 20 23 200  3.0  7.0   0.5     4    MM  MM     MM  11.5    MM   7.5   MM   MM    MM
2017 05 07 20 00 230  6.0  8.0   0.4     4    MM  MM     MM  11.4    MM   7.0   MM   MM    MM
2017 05 07 19 15 250  3.0  9.0   0.4     4    MM  MM     MM  12.1    MM   5.9   MM   MM    MM
2017 05 07 18 53 230  6.0  8.0   0.4     4    MM  MM     MM  11.4    MM   7.0   MM   MM    MM
2017 05 07 18 45 250  1.0  2.0   0.4     4    MM  MM     MM  11.9    MM   6.2   MM   MM    MM
2017 05 07 18 00 220  1.0  1.0   0.5     3    MM  MM     MM  11.8    MM   6.8   MM   MM    MM
2017 05 07 17 30 260  2.0  4.0   0.5     3    MM  MM     MM  11.4    MM   7.4   MM   MM    MM
2017 05 07 17 23 220  1.0  1.0   0.5     3    MM  MM     MM  11.8    MM   6.8   MM   MM    MM
2017 05 07 17 15 230  5.0  7.0   0.5     3    MM  MM     MM  11.9    MM   6.7   MM   MM    MM
2017 05 07 17 00 190  5.0  6.0   0.5     3    MM  MM     MM  12.1    MM   6.5   MM   MM    MM
2017 05 07 16 53 190  5.0  6.0   0.5     3    MM  MM     MM  12.1    MM   6.5   MM   MM    MM
2017 05 07 16 30 190  7.0  9.0   0.5     4    MM  MM     MM  12.0    MM   6.0   MM   MM    MM
2017 05 07 15 45 190  7.0  9.0   0.5     4    MM  MM     MM  12.1    MM   6.2   MM   MM    MM
2017 05 07 15 23 190  7.0  9.0   0.5     4    MM  MM     MM  12.1    MM   6.2   MM   MM    MM
2017 05 07 15 15 190  6.0  7.0   0.5     3    MM  MM     MM  11.9    MM   6.9   MM   MM    MM
2017 05 07 14 53 190  6.0  7.0   0.5     3    MM  MM     MM  11.9    MM   6.6   MM   MM    MM
2017 05 07 14 45 200  7.0  9.0   0.4     4    MM  MM     MM  12.0    MM   6.5   MM   MM    MM
2017 05 07 14 15 210  6.0  8.0   0.5     4    MM  MM     MM  11.9    MM   7.0   MM   MM    MM
2017 05 07 13 53 210  6.0  8.0   0.5     4    MM  MM     MM  11.9    MM   7.0   MM   MM    MM
2017 05 07 13 00 230  5.0  6.0   0.4     4    MM  MM     MM  11.5    MM   7.9   MM   MM    MM
2017 05 07 12 53 230  5.0  6.0   0.4     4    MM  MM     MM  11.5    MM   7.9   MM   MM    MM
2017 05 07 12 45 220  5.0  6.0   0.5     4    MM  MM     MM  11.5    MM   8.3   MM   MM    MM
2017 05 07 11 45 210  6.0  8.0   0.5     4    MM  MM     MM  11.3    MM   8.7   MM   MM    MM
2017 05 07 11 30 210  5.0  7.0   0.5     4    MM  MM     MM  11.1    MM   8.8   MM   MM    MM
2017 05 07 11 23 210  6.0  8.0   0.5     4    MM  MM     MM  11.3    MM   8.7   MM   MM    MM
2017 05 07 11 15 200  5.0  6.0   0.5     4    MM  MM     MM  11.1    MM   8.8   MM   MM    MM
2017 05 07 10 53 190  6.0  7.0   0.5     4    MM  MM     MM  11.0    MM   8.9   MM   MM    MM
2017 05 07 10 45 200  6.0  8.0   0.5     4    MM  MM     MM  11.1    MM   8.8   MM   MM    MM
2017 05 07 10 30 200  6.0  7.0   0.4     4    MM  MM     MM  11.1    MM   8.7   MM   MM    MM
2017 05 07 10 00 200  5.0  6.0   0.4     4    MM  MM     MM  11.1    MM   8.6   MM   MM    MM
2017 05 07 09 53 200  5.0  6.0   0.4     4    MM  MM     MM  11.1    MM   8.6   MM   MM    MM
2017 05 07 09 45 200  6.0  6.0   0.5     3    MM  MM     MM  11.1    MM   8.7   MM   MM    MM
2017 05 07 09 00 210  7.0  8.0   0.5     3    MM  MM     MM  11.2    MM   8.5   MM   MM    MM
2017 05 07 08 53 210  7.0  8.0   0.5     3    MM  MM     MM  11.2    MM   8.5   MM   MM    MM
2017 05 07 08 30 220  7.0 10.0   0.5     3    MM  MM     MM  11.3    MM   8.5   MM   MM    MM
2017 05 07 08 00 220  8.0  9.0   0.5     3    MM  MM     MM  11.4    MM   8.5   MM   MM    MM
2017 05 07 07 53 220  7.0  9.0   0.5     3    MM  MM     MM  11.3    MM   8.4   MM   MM    MM
2017 05 07 07 45 220  7.0  9.0   0.3     2    MM  MM     MM  11.4    MM   8.6   MM   MM    MM
2017 05 07 07 30 220  7.0  9.0   0.3     2    MM  MM     MM  11.4    MM   8.8   MM   MM    MM
2017 05 07 07 00 210  6.0  8.0   0.3     2    MM  MM     MM  11.4    MM   9.4   MM   MM    MM
2017 05 07 06 53 220  7.0  9.0   0.3     2    MM  MM     MM  11.4    MM   8.8   MM   MM    MM
2017 05 07 06 30 210  5.0  6.0   0.3     2    MM  MM     MM  11.4    MM   9.8   MM   MM    MM
2017 05 07 06 15 200  5.0  7.0   0.2    MM    MM  MM     MM  11.6    MM   9.4   MM   MM    MM
2017 05 07 05 53 200  5.0  7.0   0.2    MM    MM  MM     MM  11.6    MM   9.4   MM   MM    MM
2017 05 07 05 45 220  6.0  6.0   0.3     2    MM  MM     MM  11.9    MM   9.4   MM   MM    MM
2017 05 07 04 53 180  5.0  6.0   0.3     2    MM  MM     MM  11.5    MM  10.8   MM   MM    MM
2017 05 07 04 45 180  5.0  6.0   0.3     2    MM  MM     MM  11.5    MM  10.8   MM   MM    MM
2017 05 07 04 30 190  5.0  6.0   0.4     3    MM  MM     MM  11.6    MM  10.8   MM   MM    MM
2017 05 07 03 53 190  6.0  7.0   0.4     3    MM  MM     MM  11.6    MM  10.7   MM   MM    MM
2017 05 07 03 45 190  5.0  7.0   0.4     3    MM  MM     MM  11.6    MM  10.7   MM   MM    MM
2017 05 07 03 30 190  6.0  6.0   0.4     3    MM  MM     MM  11.6    MM  10.7   MM   MM    MM
2017 05 07 02 53 190  6.0  6.0   0.4     3    MM  MM     MM  11.6    MM  10.7   MM   MM    MM
2017 05 07 02 45 170  6.0  7.0   0.4     3    MM  MM     MM  11.6    MM  10.7   MM   MM    MM
2017 05 07 02 30 170  6.0  8.0   0.4     2    MM  MM     MM  11.6    MM  10.6   MM   MM    MM
2017 05 07 01 53 170  6.0  7.0   0.4     2    MM  MM     MM  11.6    MM  10.5   MM   MM    MM
2017 05 07 01 45 160  6.0  8.0   0.4     3    MM  MM     MM  11.7    MM  10.4   MM   MM    MM
2017 05 07 00 15 160  7.0  8.0   0.4     3    MM  MM     MM  11.9    MM  10.1   MM   MM    MM
2017 05 06 23 45 160  6.0  7.0   0.4     3    MM  MM     MM  12.2    MM  10.1   MM   MM    MM
2017 05 06 23 30 160  7.0  8.0    MM    MM    MM  MM     MM  12.3    MM  10.1   MM   MM    MM
2017 05 06 23 23 160  7.0  8.0   0.4     3    MM  MM     MM  11.9    MM  10.1   MM   MM    MM
2017 05 06 22 30 170  4.0  5.0   0.5     3    MM  MM     MM  12.6    MM  10.4   MM   MM    MM
2017 05 06 21 30 180  6.0  7.0   0.5     3    MM  MM     MM  13.0    MM  10.3   MM   MM    MM
2017 05 06 21 23 160  3.0  4.0   0.5     3    MM  MM     MM  13.0    MM  10.3   MM   MM    MM
2017 05 06 21 15 180  6.0  8.0   0.4     4    MM  MM     MM  12.9    MM  10.3   MM   MM    MM
2017 05 06 20 45 170  6.0  9.0   0.4     4    MM  MM     MM  12.7    MM  10.2   MM   MM    MM
2017 05 06 20 30 170  6.0  7.0   0.4     4    MM  MM     MM  13.0    MM  10.1   MM   MM    MM
2017 05 06 20 23 180  8.0  9.0   0.4     4    MM  MM     MM  13.1    MM  10.3   MM   MM    MM
2017 05 06 20 15 160  5.0  6.0   0.5     3    MM  MM     MM  13.1    MM  10.1   MM   MM    MM
2017 05 06 19 53 160  5.0  6.0   0.5     3    MM  MM     MM  13.1    MM  10.1   MM   MM    MM
2017 05 06 19 00 180  5.0  6.0   0.5     3    MM  MM     MM  13.3    MM   9.7   MM   MM    MM
2017 05 06 18 53 180  5.0  6.0   0.5     3    MM  MM     MM  13.3    MM   9.7   MM   MM    MM
2017 05 06 18 30 170  6.0  7.0   0.6     3    MM  MM     MM  13.5    MM   9.7   MM   MM    MM
